          ----- ----- -------  -----  ----- | ---- ----- --------- --------- --------- |
    3.270    47    49    47.9    479  60611 |   10  3271    0.2111    0.0211    0.0004 |
    3.280    48    49    48.3    483  61094 |   10  3281    0.2125    0.0213    0.0004 |
    3.290    48    48    48.0    480  61574 |   10  3291    0.2115    0.0212    0.0004 |
    3.300    47    48    47.9    479  62053 |   10  3301    0.2080    0.0208    0.0004 |
    3.310    47    49    48.4    484  62537 |   10  3311    0.2158    0.0216    0.0004 |
    3.320    48    49    48.1    481  63018 |   10  3321    0.2096    0.0210    0.0004 |
    3.330    48    49    48.2    482  63500 |   10  3331    0.2140    0.0214    0.0004 |
    3.340    46    48    47.0    470  63970 |   10  3341    0.2089    0.0209    0.0004 |
    3.350    45    49    47.8    478  64448 |   10  3351    0.2112    0.0211    0.0004 |
    3.360    48    49    48.2    482  64930 |   10  3361    0.2153    0.0215    0.0004 |
    3.370    46    48    46.7    467  65397 |   10  3371    0.2065    0.0207    0.0004 |
    3.380    46    48    47.4    474  65871 |   10  3381    0.2092    0.0209    0.0004 |
    3.390    48    49    48.9    489  66360 |   10  3391    0.2163    0.0216    0.0004 |
    3.400    47    49    48.2    482  66842 |   10  3401    0.2133    0.0213    0.0004 |
    3.410    45    48    47.0    470  67312 |   10  3411    0.2082    0.0208    0.0004 |
    3.420    46    46    46.0    460  67772 |   10  3421    0.2024    0.0202    0.0004 |
    3.430    46    46    46.0    460  68232 |   10  3431    0.2052    0.0205    0.0004 |
    3.440    46    48    46.4    464  68696 |   10  3441    0.2037    0.0204    0.0004 |
    3.450    48    48    48.0    480  69176 |   10  3451    0.2080    0.0208    0.0004 |
    3.460    48    48    48.0    480  69656 |   10  3461    0.2080    0.0208    0.0004 |
    3.470    46    48    46.7    467  70123 |   10  3471    0.2056    0.0206    0.0004 |
    3.480    46    46    46.0    460  70583 |   10  3481    0.2034    0.0203    0.0004 |
    3.490    46    47    46.4    464  71047 |   10  3491    0.2013    0.0201    0.0004 |
    3.500    46    46    46.0    460  71507 |   10  3501    0.2055    0.0205    0.0004 |
    3.510    45    46    45.3    453  71960 |   10  3511    0.2061    0.0206    0.0005 |
    3.520    45    45    45.0    450  72410 |   10  3521    0.2011    0.0201    0.0004 |
    3.530    45    45    45.0    450  72860 |   10  3531    0.2026    0.0203    0.0005 |
    3.540    44    45    44.5    445  73305 |   10  3541    0.2000    0.0200    0.0004 |
    3.550    44    49    45.4    454  73759 |   10  3551    0.2026    0.0203    0.0004 |
    3.560    45    45    45.0    450  74209 |   10  3561    0.2007    0.0201    0.0004 |
    3.570    44    45    44.8    448  74657 |   10  3571    0.2014    0.0201    0.0004 |
    3.580    46    46    46.0    460  75117 |   10  3581    0.2059    0.0206    0.0004 |
    3.590    45    46    45.9    459  75576 |   10  3591    0.2017    0.0202    0.0004 |
    3.600    46    47    46.3    463  76039 |   10  3601    0.2051    0.0205    0.0004 |
    3.610    46    46    46.0    460  76499 |   10  3611    0.2019    0.0202    0.0004 |
    3.620    46    46    46.0    460  76959 |   10  3621    0.2079    0.0208    0.0005 |
    3.630    45    46    45.7    457  77416 |   10  3631    0.2100    0.0210    0.0005 |
    3.640    46    48    46.7    467  77883 |   10  3641    0.2122    0.0212    0.0005 |
    3.650    48    48    48.0    480  78363 |   10  3651    0.2148    0.0215    0.0004 |
    3.660    47    48    47.7    477  78840 |   10  3661    0.2112    0.0211    0.0004 |
    3.670    45    48    46.2    462  79302 |   10  3671    0.2047    0.0205    0.0004 |
    3.680    44    45    44.5    445  79747 |   10  3681    0.1981    0.0198    0.0004 |
    3.690    45    46    45.2    452  80199 |   10  3691    0.1962    0.0196    0.0004 |
    3.700    45    48    46.8    468  80667 |   10  3701    0.2055    0.0205    0.0004 |
    3.710    47    49    48.4    484  81151 |   10  3711    0.2126    0.0213    0.0004 |
    3.720    45    46    45.9    459  81610 |   10  3721    0.2029    0.0203    0.0004 |
    3.730    46    47    46.2    462  82072 |   10  3731    0.2024    0.0202    0.0004 |
    3.740    45    48    46.5    465  82537 |   10  3741    0.2051    0.0205    0.0004 |
    3.750    48    49    48.5    485  83022 |   10  3751    0.2112    0.0211    0.0004 |
    3.760    48    49    48.6    486  83508 |   10  3761    0.2150    0.0215    0.0004 |
    3.770    45    46    45.7    457  83965 |   10  3771    0.2022    0.0202    0.0004 |
    3.780    44    47    45.5    455  84420 |   10  3781    0.2009    0.0201    0.0004 |
    3.790    47    47    47.0    470  84890 |   10  3791    0.2091    0.0209    0.0004 |
    3.800    44    47    45.8    458  85348 |   10  3801    0.2015    0.0201    0.0004 |
    3.810    45    47    46.1    461  85809 |   10  3811    0.2092    0.0209    0.0005 |
    3.820    46    46    46.0    460  86269 |   10  3821    0.2008    0.0201    0.0004 |
    3.830    46    47    46.1    461  86730 |   10  3831    0.2034    0.0203    0.0004 |
    3.840    45    47    45.7    457  87187 |   10  3841    0.2001    0.0200    0.0004 |
    3.850    44    46    45.3    453  87640 |   10  3851    0.1984    0.0198    0.0004 |
    3.860    44    45    44.9    449  88089 |   10  3861    0.2026    0.0203    0.0005 |
    3.870    44    46    45.1    451  88540 |   10  3871    0.1972    0.0197    0.0004 |
    3.880    44    45    44.8    448  88988 |   10  3881    0.1997    0.0200    0.0004 |
    3.890    45    46    45.2    452  89440 |   10  3891    0.2027    0.0203    0.0004 |
    3.900    45    46    45.2    452  89892 |   10  3901    0.2007    0.0201    0.0004 |
    3.910    45    45    45.0    450  90342 |   10  3911    0.2041    0.0204    0.0005 |
    3.920    45    45    45.0    450  90792 |   10  3921    0.2024    0.0202    0.0004 |
    3.930    44    45    44.6    446  91238 |   10  3931    0.1976    0.0198    0.0004 |
    3.940    45    47    46.0    460  91698 |   10  3941    0.2050    0.0205    0.0004 |
    3.950    47    48    47.1    471  92169 |   10  3951    0.2061    0.0206    0.0004 |
    3.960    44    47    45.9    459  92628 |   10  3961    0.2062    0.0206    0.0004 |
    3.970    44    45    44.9    449  93077 |   10  3971    0.1981    0.0198    0.0004 |
    3.980    45    45    45.0    450  93527 |   10  3981    0.2032    0.0203    0.0005 |
    3.990    45    46    45.6    456  93983 |   10  3991    0.2019    0.0202    0.0004 |
    4.000    46    46    46.0    460  94443 |   10  4001    0.2070    0.0207    0.0005 |
    4.010    44    46    44.8    448  94891 |   10  4011    0.2021    0.0202    0.0005 |
    4.020    46    48    47.2    472  95363 |   10  4021    0.2132    0.0213    0.0005 |
    4.030    46    48    47.5    475  95838 |   10  4031    0.2125    0.0212    0.0004 |
    4.040    46    47    46.3    463  96301 |   10  4041    0.2035    0.0204    0.0004 |
    4.050    47    47    47.0    470  96771 |   10  4051    0.2079    0.0208    0.0004 |
    4.060    46    47    46.8    468  97239 |   10  4061    0.2092    0.0209    0.0004 |
    4.070    46    47    46.4    464  97703 |   10  4071    0.2076    0.0208    0.0004 |
    4.080    47    48    47.2    472  98175 |   10  4081    0.2084    0.0208    0.0004 |
    4.090    47    47    47.0    470  98645 |   10  4091    0.2084    0.0208    0.0004 |
    4.100    45    47    46.4    464  99109 |   10  4101    0.2098    0.0210    0.0005 |
    4.110    45    46    45.6    456  99565 |   10  4111    0.2019    0.0202    0.0004 |
    4.120    45    49    47.8    478 100043 |   10  4121    0.2125    0.0212    0.0004 |
    4.130    48    49    48.7    487 100530 |   10  4131    0.2189    0.0219    0.0004 |
    4.140    44    48    45.9    459 100989 |   10  4141    0.2054    0.0205    0.0004 |
    4.150    46    46    46.0    460 101449 |   10  4151    0.2088    0.0209    0.0005 |
    4.160    46    47    46.1    461 101910 |   10  4161    0.2025    0.0202    0.0004 |
    4.170    44    47    45.8    458 102368 |   10  4171    0.2042    0.0204    0.0004 |
    4.180    44    46    45.4    454 102822 |   10  4181    0.2008    0.0201    0.0004 |
    4.190    46    46    46.0    460 103282 |   10  4191    0.2030    0.0203    0.0004 |
    4.200    44    46    45.4    454 103736 |   10  4201    0.2051    0.0205    0.0005 |
    4.210    46    49    47.3    473 104209 |   10  4211    0.2125    0.0213    0.0004 |
    4.220    45    47    45.7    457 104666 |   10  4221    0.2036    0.0204    0.0004 |
    4.230    46    48    46.7    467 105133 |   10  4231    0.2093    0.0209    0.0004 |
    4.240    45    48    47.7    477 105610 |   10  4241    0.2118    0.0212    0.0004 |
    4.250    45    45    45.0    450 106060 |   10  4251    0.2013    0.0201    0.0004 |
    4.260    45    46    45.8    458 106518 |   10  4261    0.2031    0.0203    0.0004 |
    4.270    43    45    44.6    446 106964 |   10  4271    0.1949    0.0195    0.0004 |
    4.280    44    45    44.7    447 107411 |   10  4281    0.1976    0.0198    0.0004 |
    4.290    45    45    45.0    450 107861 |   10  4291    0.2017    0.0202    0.0004 |
    4.300    45    46    45.6    456 108317 |   10  4301    0.2058    0.0206    0.0005 |
    4.310    44    45    44.5    445 108762 |   10  4311    0.1999    0.0200    0.0004 |
    4.320    45    46    45.7    457 109219 |   10  4321    0.2052    0.0205    0.0004 |
    4.330    45    46    45.7    457 109676 |   10  4331    0.2046    0.0205    0.0004 |
    4.340    44    46    45.1    451 110127 |   10  4341    0.2008    0.0201    0.0004 |
    4.350    46    48    47.5    475 110602 |   10  4351    0.2143    0.0214    0.0005 |
    4.360    48    48    48.0    480 111082 |   10  4361    0.2133    0.0213    0.0004 |
    4.370    46    47    46.5    465 111547 |   10  4371    0.2077    0.0208    0.0004 |
    4.380    45    46    45.3    453 112000 |   10  4381    0.2030    0.0203    0.0004 |
    4.390    45    46    45.9    459 112459 |   10  4391    0.2050    0.0205    0.0004 |
    4.400    45    48    47.6    476 112935 |   10  4401    0.2124    0.0212    0.0004 |
    4.410    47    49    48.1    481 113416 |   10  4411    0.2115    0.0211    0.0004 |
    4.420    49    51    49.9    499 113915 |   10  4421    0.2251    0.0225    0.0005 |
    4.430    51    51    51.0    510 114425 |   10  4431    0.2259    0.0226    0.0004 |
    4.440    51    53    51.5    515 114940 |   10  4441    0.2302    0.0230    0.0004 |
    4.450    53    53    53.0    530 115470 |   10  4451    0.2319    0.0232    0.0004 |
    4.460    47    54    52.2    522 115992 |   10  4461    0.2291    0.0229    0.0004 |
    4.470    46    48    47.3    473 116465 |   10  4471    0.2090    0.0209    0.0004 |
    4.480    46    47    46.8    468 116933 |   10  4481    0.2105    0.0211    0.0004 |
    4.490    47    50    47.6    476 117409 |   10  4491    0.2146    0.0215    0.0005 |
    4.500    45    47    46.7    467 117876 |   10  4501    0.2080    0.0208    0.0004 |
    4.510    45    48    46.3    463 118339 |   10  4511    0.2090    0.0209    0.0005 |
    4.520    46    47    46.8    468 118807 |   10  4521    0.2099    0.0210    0.0004 |
    4.530    46    48    47.2    472 119279 |   10  4531    0.2113    0.0211    0.0004 |
    4.540    46    48    46.6    466 119745 |   10  4541    0.2084    0.0208    0.0004 |
    4.550    46    49    47.3    473 120218 |   10  4551    0.2086    0.0209    0.0004 |
    4.560    45    46    45.7    457 120675 |   10  4561    0.2026    0.0203    0.0004 |
    4.570    45    47    45.6    456 121131 |   10  4571    0.2024    0.0202    0.0004 |
    4.580    47    49    48.6    486 121617 |   10  4581    0.2179    0.0218    0.0004 |
    4.590    49    49    49.0    490 122107 |   10  4591    0.2192    0.0219    0.0004 |
    4.600    49    49    49.0    490 122597 |   10  4601    0.2202    0.0220    0.0004 |
    4.610    47    49    48.5    485 123082 |   10  4611    0.2190    0.0219    0.0005 |
    4.620    49    49    49.0    490 123572 |   10  4621    0.2218    0.0222    0.0005 |
    4.630    49    49    49.0    490 124062 |   10  4631    0.2187    0.0219    0.0004 |
    4.640    47    49    47.7    477 124539 |   10  4641    0.2217    0.0222    0.0005 |
    4.650    47    49    47.3    473 125012 |   10  4651    0.2110    0.0211    0.0004 |
    4.660    49    52    50.8    508 125520 |   10  4661    0.2268    0.0227    0.0004 |
    4.670    49    52    49.8    498 126018 |   10  4671    0.2252    0.0225    0.0005 |
    4.680    50    50    50.0    500 126518 |   10  4681    0.2457    0.0246    0.0005 |
    4.690    50    50    50.0    500 127018 |   10  4691    0.2864    0.0286    0.0006 |
    4.700    49    50    49.9    499 127517 |   10  4701    0.2736    0.0274    0.0005 |
    4.710    44    52    49.5    495 128012 |   10  4711    0.2399    0.0240    0.0005 |
    4.720    52    52    52.0    520 128532 |   10  4721    0.2699    0.0270    0.0005 |
    4.730    51    52    51.1    511 129043 |   10  4731    0.2430    0.0243    0.0005 |
    4.740    44    51    47.4    474 129517 |   10  4741    0.2190    0.0219    0.0005 |
    4.750    48    48    48.0    480 129997 |   10  4751    0.2245    0.0224    0.0005 |
    4.760    48    48    48.0    480 130477 |   10  4761    0.2290    0.0229    0.0005 |
    4.770    47    50    48.3    483 130960 |   10  4771    0.2230    0.0223    0.0005 |
    4.780    50    51    50.8    508 131468 |   10  4781    0.2330    0.0233    0.0005 |
    4.790    51    52    51.2    512 131980 |   10  4791    0.2397    0.0240    0.0005 |
    4.800    49    50    49.3    493 132473 |   10  4801    0.2313    0.0231    0.0005 |
    4.810    49    50    49.4    494 132967 |   10  4811    0.2292    0.0229    0.0005 |
    4.820    50    51    50.9    509 133476 |   10  4821    0.2532    0.0253    0.0005 |
    4.830    47    51    49.9    499 133975 |   10  4831    0.2277    0.0228    0.0005 |
    4.840    45    49    47.5    475 134450 |   10  4841    0.2116    0.0212    0.0004 |
    4.850    49    50    49.2    492 134942 |   10  4851    0.2239    0.0224    0.0005 |
    4.860    49    50    49.4    494 135436 |   10  4861    0.2364    0.0236    0.0005 |
    4.870    45    50    48.2    482 135918 |   10  4871    0.2209    0.0221    0.0005 |
    4.880    47    51    49.1    491 136409 |   10  4881    0.2250    0.0225    0.0005 |
    4.890    50    50    50.0    500 136909 |   10  4891    0.2316    0.0232    0.0005 |
    4.900    49    51    49.7    497 137406 |   10  4901    0.2328    0.0233    0.0005 |
    4.910    49    51    50.4    504 137910 |   10  4911    0.2352    0.0235    0.0005 |
    4.920    51    51    51.0    510 138420 |   10  4921    0.2301    0.0230    0.0005 |
    4.930    49    51    50.1    501 138921 |   10  4931    0.2312    0.0231    0.0005 |
    4.940    44    51    47.9    479 139400 |   10  4941    0.2273    0.0227    0.0005 |
    4.950    51    54    53.2    532 139932 |   10  4951    0.2509    0.0251    0.0005 |
    4.960    52    54    53.6    536 140468 |   10  4961    0.2458    0.0246    0.0005 |
    4.970    50    52    51.2    512 140980 |   10  4971    0.2475    0.0248    0.0005 |
    4.980    48    49    48.2    482 141462 |   10  4981    0.2447    0.0245    0.0005 |
    4.990    48    49    48.6    486 141948 |   10  4991    0.2368    0.0237    0.0005 |
    5.000    49    49    49.0    490 142438 |   10  5001    0.2456    0.0246    0.0005 |
    5.010    45    50    46.0    460 142898 |   10  5011    0.2216    0.0222    0.0005 |
    5.020    45    45    45.0    450 143348 |   10  5021    0.2082    0.0208    0.0005 |
    5.030    45    45    45.0    450 143798 |   10  5031    0.2100    0.0210    0.0005 |
    5.040    44    46    45.5    455 144253 |   10  5041    0.2157    0.0216    0.0005 |
    5.050    46    48    46.4    464 144717 |   10  5051    0.2221    0.0222    0.0005 |
    5.060    46    48    47.8    478 145195 |   10  5061    0.2227    0.0223    0.0005 |
    5.070    43    48    45.6    456 145651 |   10  5071    0.2133    0.0213    0.0005 |
    5.080    45    48    47.4    474 146125 |   10  5081    0.2269    0.0227    0.0005 |
    5.090    48    49    48.8    488 146613 |   10  5091    0.2389    0.0239    0.0005 |
    5.100    48    48    48.0    480 147093 |   10  5101    0.2456    0.0246    0.0005 |
    5.110    45    50    47.8    478 147571 |   10  5111    0.2441    0.0244    0.0005 |
    5.120    50    51    50.8    508 148079 |   10  5121    0.2878    0.0288    0.0006 |
    5.130    51    51    51.0    510 148589 |   10  5131    0.2642    0.0264    0.0005 |
    5.140    49    51    50.8    508 149097 |   10  5141    0.2519    0.0252    0.0005 |
    5.150    51    51    51.0    510 149607 |   10  5151    0.2499    0.0250    0.0005 |
    5.160    51    51    51.0    510 150117 |   10  5161    0.2417    0.0242    0.0005 |
    5.170    47    51    50.2    502 150619 |   10  5171    0.2514    0.0251    0.0005 |
    5.180    47    48    47.5    475 151094 |   10  5181    0.2258    0.0226    0.0005 |
    5.190    48    51    49.2    492 151586 |   10  5191    0.2368    0.0237    0.0005 |
    5.200    50    51    50.7    507 152093 |   10  5201    0.2388    0.0239    0.0005 |
    5.210    46    51    49.1    491 152584 |   10  5211    0.2349    0.0235    0.0005 |
    5.220    47    51    49.3    493 153077 |   10  5221    0.2446    0.0245    0.0005 |
    5.230    49    51    50.2    502 153579 |   10  5231    0.2476    0.0248    0.0005 |
    5.240    46    51    49.7    497 154076 |   10  5241    0.2331    0.0233    0.0005 |
    5.250    51    52    51.3    513 154589 |   10  5251    0.2481    0.0248    0.0005 |
    5.260    50    52    51.1    511 155100 |   10  5261    0.2496    0.0250    0.0005 |
    5.270    48    50    49.0    490 155590 |   10  5271    0.2334    0.0233    0.0005 |
    5.280    49    53    51.5    515 156105 |   10  5281    0.2480    0.0248    0.0005 |
    5.290    53    53    53.0    530 156635 |   10  5291    0.2582    0.0258    0.0005 |
    5.300    46    53    49.9    499 157134 |   10  5301    0.2446    0.0245    0.0005 |
    5.310    51    52    51.1    511 157645 |   10  5311    0.2543    0.0254    0.0005 |
    5.320    51    52    51.9    519 158164 |   10  5321    0.2580    0.0258    0.0005 |
    5.330    48    52    50.8    508 158672 |   10  5331    0.2510    0.0251    0.0005 |
    5.340    48    51    49.8    498 159170 |   10  5341    0.2431    0.0243    0.0005 |
    5.350    50    51    50.4    504 159674 |   10  5351    0.2425    0.0242    0.0005 |
    5.360    49    51    50.1    501 160175 |   10  5361    0.2350    0.0235    0.0005 |
    5.370    48    49    48.5    485 160660 |   10  5371    0.2424    0.0242    0.0005 |
    5.380    48    50    48.8    488 161148 |   10  5381    0.2465    0.0246    0.0005 |
    5.390    50    50    50.0    500 161648 |   10  5391    0.2415    0.0242    0.0005 |
    5.400    47    50    48.2    482 162130 |   10  5401    0.2252    0.0225    0.0005 |
    5.410    48    49    48.1    481 162611 |   10  5411    0.2183    0.0218    0.0005 |
    5.420    47    51    50.1    501 163112 |   10  5421    0.2399    0.0240    0.0005 |
    5.430    47    51    48.7    487 163599 |   10  5431    0.2314    0.0231    0.0005 |
    5.440    44    48    46.9    469 164068 |   10  5441    0.2271    0.0227    0.0005 |
    5.450    45    47    46.4    464 164532 |   10  5451    0.2144    0.0214    0.0005 |
    5.460    45    47    45.9    459 164991 |   10  5461    0.2163    0.0216    0.0005 |
    5.470    46    49    48.2    482 165473 |   10  5471    0.2228    0.0223    0.0005 |
    5.480    49    51    50.0    500 165973 |   10  5481    0.2246    0.0225    0.0004 |
    5.490    50    51    50.9    509 166482 |   10  5491    0.2456    0.0246    0.0005 |
    5.500    50    50    50.0    500 166982 |   10  5501    0.2369    0.0237    0.0005 |
    5.510    49    49    49.0    490 167472 |   10  5511    0.2336    0.0234    0.0005 |
    5.520    47    53    50.2    502 167974 |   10  5521    0.2276    0.0228    0.0005 |
    5.530    48    53    50.8    508 168482 |   10  5531    0.2233    0.0223    0.0004 |
    5.540    47    53    51.8    518 169000 |   10  5541    0.2302    0.0230    0.0004 |
    5.550    53    53    53.0    530 169530 |   10  5551    0.2332    0.0233    0.0004 |
    5.560    53    54    53.1    531 170061 |   10  5561    0.2362    0.0236    0.0004 |
    5.570    54    55    54.8    548 170609 |   10  5571    0.2437    0.0244    0.0004 |
    5.580    55    55    55.0    550 171159 |   10  5581    0.2443    0.0244    0.0004 |
    5.590    55    56    55.4    554 171713 |   10  5591    0.2443    0.0244    0.0004 |
    5.600    52    56    54.5    545 172258 |   10  5601    0.2441    0.0244    0.0004 |
    5.610    52    56    54.7    547 172805 |   10  5611    0.2416    0.0242    0.0004 |
    5.620    57    57    57.0    570 173375 |   10  5621    0.2478    0.0248    0.0004 |
    5.630    50    57    54.9    549 173924 |   10  5631    0.2473    0.0247    0.0005 |
    5.640    49    55    52.5    525 174449 |   10  5641    0.2584    0.0258    0.0005 |
    5.650    51    56    53.3    533 174982 |   10  5651    0.2569    0.0257    0.0005 |
    5.660    51    56    55.2    552 175534 |   10  5661    0.2609    0.0261    0.0005 |
    5.670    51    54    52.3    523 176057 |   10  5671    0.2461    0.0246    0.0005 |
    5.680    52    58    55.9    559 176616 |   10  5681    0.2551    0.0255    0.0005 |
    5.690    57    58    57.7    577 177193 |   10  5691    0.2586    0.0259    0.0004 |
    5.700    53    57    55.3    553 177746 |   10  5701    0.2478    0.0248    0.0004 |
    5.710    54    55    54.3    543 178289 |   10  5711    0.2430    0.0243    0.0004 |
    5.720    55    55    55.0    550 178839 |   10  5721    0.2456    0.0246    0.0004 |
    5.730    54    55    54.9    549 179388 |   10  5731    0.2459    0.0246    0.0004 |
    5.740    55    55    55.0    550 179938 |   10  5741    0.2554    0.0255    0.0005 |
    5.750    55    56    55.4    554 180492 |   10  5751    0.2630    0.0263    0.0005 |
    5.760    55    56    55.9    559 181051 |   10  5761    0.2686    0.0269    0.0005 |
    5.770    53    55    54.1    541 181592 |   10  5771    0.2618    0.0262    0.0005 |
    5.780    54    54    54.0    540 182132 |   10  5781    0.2610    0.0261    0.0005 |
    5.790    54    54    54.0    540 182672 |   10  5791    0.2671    0.0267    0.0005 |
    5.800    51    54    53.5    535 183207 |   10  5801    0.2721    0.0272    0.0005 |
    5.810    51    51    51.0    510 183717 |   10  5811    0.2517    0.0252    0.0005 |
    5.820    51    52    51.9    519 184236 |   10  5821    0.2475    0.0247    0.0005 |
    5.830    51    52    51.8    518 184754 |   10  5831    0.2438    0.0244    0.0005 |
    5.840    51    51    51.0    510 185264 |   10  5841    0.2575    0.0257    0.0005 |
    5.850    52    52    52.0    520 185784 |   10  5851    0.2806    0.0281    0.0005 |
    5.860    52    53    52.3    523 186307 |   10  5861    0.2956    0.0296    0.0006 |
    5.870    52    53    52.3    523 186830 |   10  5871    0.2513    0.0251    0.0005 |
    5.880    52    52    52.0    520 187350 |   10  5881    0.2528    0.0253    0.0005 |
    5.890    52    52    52.0    520 187870 |   10  5891    0.2601    0.0260    0.0005 |
    5.900    51    52    51.7    517 188387 |   10  5901    0.2549    0.0255    0.0005 |
    5.910    52    53    52.7    527 188914 |   10  5911    0.2406    0.0241    0.0005 |
    5.920    53    54    53.3    533 189447 |   10  5921    0.2392    0.0239    0.0004 |
    5.930    52    54    52.6    526 189973 |   10  5931    0.2417    0.0242    0.0005 |
    5.940    52    52    52.0    520 190493 |   10  5941    0.2325    0.0232    0.0004 |
    5.950    49    52    50.8    508 191001 |   10  5951    0.2264    0.0226    0.0004 |
    5.960    48    50    49.0    490 191491 |   10  5961    0.2220    0.0222    0.0005 |
    5.970    51    52    51.9    519 192010 |   10  5971    0.2317    0.0232    0.0004 |
    5.980    51    52    51.1    511 192521 |   10  5981    0.2280    0.0228    0.0004 |
    5.990    51    52    51.1    511 193032 |   10  5991    0.2361    0.0236    0.0005 |
    6.000    51    52    51.5    515 193547 |   10  6001    0.2314    0.0231    0.0004 |
    6.010    48    51    49.6    496 194043 |   10  6011    0.2203    0.0220    0.0004 |
    6.020    52    53    52.4    524 194567 |   10  6021    0.2327    0.0233    0.0004 |
    6.030    49    52    50.4    504 195071 |   10  6031    0.2268    0.0227    0.0005 |
    6.040    50    52    50.9    509 195580 |   10  6041    0.2295    0.0230    0.0005 |
    6.050    51    56    51.9    519 196099 |   10  6051    0.2308    0.0231    0.0004 |
    6.060    51    55    52.6    526 196625 |   10  6061    0.2344    0.0234    0.0004 |
    6.070    51    52    51.8    518 197143 |   10  6071    0.2309    0.0231    0.0004 |
    6.080    53    54    53.6    536 197679 |   10  6081    0.2366    0.0237    0.0004 |
    6.090    52    54    53.8    538 198217 |   10  6091    0.2413    0.0241    0.0004 |
    6.100    50    54    52.3    523 198740 |   10  6101    0.2315    0.0232    0.0004 |
    6.110    52    54    53.1    531 199271 |   10  6111    0.2344    0.0234    0.0004 |
    6.120    54    55    54.9    549 199820 |   10  6121    0.2447    0.0245    0.0004 |
    6.130    52    55    53.5    535 200355 |   10  6131    0.2398    0.0240    0.0004 |
    6.140    47    54    51.1    511 200866 |   10  6141    0.2277    0.0228    0.0004 |
    6.150    54    55    54.8    548 201414 |   10  6151    0.2473    0.0247    0.0005 |
    6.160    51    55    53.4    534 201948 |   10  6161    0.2381    0.0238    0.0004 |
    6.170    51    53    52.1    521 202469 |   10  6171    0.2385    0.0239    0.0005 |
    6.180    53    54    53.4    534 203003 |   10  6181    0.2397    0.0240    0.0004 |
    6.190    53    54    53.7    537 203540 |   10  6191    0.2398    0.0240    0.0004 |
    6.200    52    53    52.4    524 204064 |   10  6201    0.2313    0.0231    0.0004 |
    6.210    52    53    52.9    529 204593 |   10  6211    0.2356    0.0236    0.0004 |
    6.220    54    54    54.0    540 205133 |   10  6221    0.2375    0.0238    0.0004 |
    6.230    48    54    53.0    530 205663 |   10  6231    0.2350    0.0235    0.0004 |
    6.240    45    49    48.2    482 206145 |   10  6241    0.2146    0.0215    0.0004 |
    6.250    49    49    49.0    490 206635 |   10  6251    0.2182    0.0218    0.0004 |
    6.260    49    49    49.0    490 207125 |   10  6261    0.2151    0.0215    0.0004 |
    6.270    45    50    48.7    487 207612 |   10  6271    0.2167    0.0217    0.0004 |
    6.280    50    51    50.7    507 208119 |   10  6281    0.2362    0.0236    0.0005 |
    6.290    50    51    50.9    509 208628 |   10  6291    0.2414    0.0241    0.0005 |
    6.300    49    50    49.8    498 209126 |   10  6301    0.2290    0.0229    0.0005 |
    6.310    49    50    49.5    495 209621 |   10  6311    0.2210    0.0221    0.0004 |
    6.320    50    51    50.6    506 210127 |   10  6321    0.2384    0.0238    0.0005 |
    6.330    49    51    50.0    500 210627 |   10  6331    0.2412    0.0241    0.0005 |
    6.340    52    53    52.7    527 211154 |   10  6341    0.2575    0.0258    0.0005 |
    6.350    53    55    54.0    540 211694 |   10  6351    0.2558    0.0256    0.0005 |
    6.360    55    55    55.0    550 212244 |   10  6361    0.2640    0.0264    0.0005 |
    6.370    53    55    53.8    538 212782 |   10  6371    0.2528    0.0253    0.0005 |
    6.380    52    54    52.7    527 213309 |   10  6381    0.2572    0.0257    0.0005 |
    6.390    54    55    54.2    542 213851 |   10  6391    0.2737    0.0274    0.0005 |
    6.400    50    53    51.5    515 214366 |   10  6401    0.2496    0.0250    0.0005 |
    6.410    51    53    52.4    524 214890 |   10  6411    0.2822    0.0282    0.0005 |
    6.420    53    54    53.9    539 215429 |   10  6421    0.3027    0.0303    0.0006 |
    6.430    50    54    52.1    521 215950 |   10  6431    0.2465    0.0246    0.0005 |
    6.440    52    53    52.7    527 216477 |   10  6441    0.2504    0.0250    0.0005 |
    6.450    53    53    53.0    530 217007 |   10  6451    0.2638    0.0264    0.0005 |
    6.460    50    53    51.7    517 217524 |   10  6461    0.2570    0.0257    0.0005 |
    6.470    47    53    51.3    513 218037 |   10  6471    0.2591    0.0259    0.0005 |
    6.480    50    52    51.7    517 218554 |   10  6481    0.2503    0.0250    0.0005 |
    6.490    51    52    51.6    516 219070 |   10  6491    0.2536    0.0254    0.0005 |
    6.500    49    53    50.9    509 219579 |   10  6501    0.2506    0.0251    0.0005 |
    6.510    51    52    51.1    511 220090 |   10  6511    0.2499    0.0250    0.0005 |
    6.520    51    52    51.6    516 220606 |   10  6521    0.2536    0.0254    0.0005 |
    6.530    50    51    50.8    508 221114 |   10  6531    0.2449    0.0245    0.0005 |
    6.540    48    52    51.5    515 221629 |   10  6541    0.2371    0.0237    0.0005 |
    6.550    52    52    52.0    520 222149 |   10  6551    0.2475    0.0247    0.0005 |
    6.560    50    52    51.4    514 222663 |   10  6561    0.2414    0.0241    0.0005 |
    6.570    49    50    49.4    494 223157 |   10  6571    0.2380    0.0238    0.0005 |
    6.580    49    50    49.1    491 223648 |   10  6581    0.2236    0.0224    0.0005 |
