          ----- ----- -------  -----  ----- | ---- ----- --------- --------- --------- |
    0.430     0     0     0.0      0      0 |   10   431    0.0010    0.0001    0.0000 |
    0.440     0     0     0.0      0      0 |   10   441    0.0010    0.0001    0.0000 |
    0.450     0     0     0.0      0      0 |   10   451    0.0008    0.0001    0.0000 |
    0.460     0     0     0.0      0      0 |   10   461    0.0008    0.0001    0.0000 |
    0.470     0     0     0.0      0      0 |   10   471    0.0008    0.0001    0.0000 |
    0.480     0     0     0.0      0      0 |   10   481    0.0012    0.0001    0.0000 |
    0.490     0     0     0.0      0      0 |   10   491    0.0008    0.0001    0.0000 |
    0.500     0     0     0.0      0      0 |   10   501    0.0008    0.0001    0.0000 |
    0.510     0     0     0.0      0      0 |   10   511    0.0007    0.0001    0.0000 |
    0.520     0     0     0.0      0      0 |   10   521    0.0007    0.0001    0.0000 |
    0.530     0     0     0.0      0      0 |   10   531    0.0010    0.0001    0.0000 |
    0.540     0     0     0.0      0      0 |   10   541    0.0009    0.0001    0.0000 |
    0.550     0     0     0.0      0      0 |   10   551    0.0009    0.0001    0.0000 |
    0.560     0     0     0.0      0      0 |   10   561    0.0008    0.0001    0.0000 |
    0.570     0     0     0.0      0      0 |   10   571    0.0009    0.0001    0.0000 |
    0.580     0     0     0.0      0      0 |   10   581    0.0011    0.0001    0.0000 |
    0.590     0     0     0.0      0      0 |   10   591    0.0012    0.0001    0.0000 |
    0.600     0     0     0.0      0      0 |   10   601    0.0008    0.0001    0.0000 |
    0.610     0     0     0.0      0      0 |   10   611    0.0009    0.0001    0.0000 |
    0.620     0     0     0.0      0      0 |   10   621    0.0008    0.0001    0.0000 |
    0.630     0     0     0.0      0      0 |   10   631    0.0010    0.0001    0.0000 |
    0.640     0     0     0.0      0      0 |   10   641    0.0009    0.0001    0.0000 |
    0.650     0     0     0.0      0      0 |   10   651    0.0009    0.0001    0.0000 |
    0.660     0     0     0.0      0      0 |   10   661    0.0007    0.0001    0.0000 |
    0.670     0     0     0.0      0      0 |   10   671    0.0009    0.0001    0.0000 |
    0.680     0     0     0.0      0      0 |   10   681    0.0010    0.0001    0.0000 |
    0.690     0     0     0.0      0      0 |   10   691    0.0009    0.0001    0.0000 |
    0.700     0     0     0.0      0      0 |   10   701    0.0008    0.0001    0.0000 |
    0.710     0     0     0.0      0      0 |   10   711    0.0009    0.0001    0.0000 |
    0.720     0     0     0.0      0      0 |   10   721    0.0008    0.0001    0.0000 |
    0.730     0     0     0.0      0      0 |   10   731    0.0011    0.0001    0.0000 |
    0.740     0     0     0.0      0      0 |   10   741    0.0009    0.0001    0.0000 |
    0.750     0     0     0.0      0      0 |   10   751    0.0008    0.0001    0.0000 |
    0.760     0     0     0.0      0      0 |   10   761    0.0009    0.0001    0.0000 |
    0.770     0     0     0.0      0      0 |   10   771    0.0008    0.0001    0.0000 |
    0.780     0     0     0.0      0      0 |   10   781    0.0011    0.0001    0.0000 |
    0.790     0     0     0.0      0      0 |   10   791    0.0008    0.0001    0.0000 |
    0.800     0     0     0.0      0      0 |   10   801    0.0008    0.0001    0.0000 |
    0.810     0     0     0.0      0      0 |   10   811    0.0008    0.0001    0.0000 |
    0.820     0     0     0.0      0      0 |   10   821    0.0009    0.0001    0.0000 |
    0.830     0     0     0.0      0      0 |   10   831    0.0012    0.0001    0.0000 |
    0.840     0     0     0.0      0      0 |   10   841    0.0011    0.0001    0.0000 |
    0.850     0     0     0.0      0      0 |   10   851    0.0007    0.0001    0.0000 |
    0.860     0     0     0.0      0      0 |   10   861    0.0009    0.0001    0.0000 |
    0.870     0     0     0.0      0      0 |   10   871    0.0008    0.0001    0.0000 |
    0.880     0     0     0.0      0      0 |   10   881    0.0009    0.0001    0.0000 |
    0.890     0     0     0.0      0      0 |   10   891    0.0010    0.0001    0.0000 |
    0.900     0     0     0.0      0      0 |   10   901    0.0009    0.0001    0.0000 |
    0.910     0     0     0.0      0      0 |   10   911    0.0007    0.0001    0.0000 |
    0.920     0     0     0.0      0      0 |   10   921    0.0008    0.0001    0.0000 |
    0.930     0     0     0.0      0      0 |   10   931    0.0010    0.0001    0.0000 |
    0.940     0     0     0.0      0      0 |   10   941    0.0012    0.0001    0.0000 |
    0.950     0     0     0.0      0      0 |   10   951    0.0009    0.0001    0.0000 |
    0.960     0     0     0.0      0      0 |   10   961    0.0009    0.0001    0.0000 |
    0.970     0     0     0.0      0      0 |   10   971    0.0013    0.0001    0.0000 |
    0.980     0     0     0.0      0      0 |   10   981    0.0011    0.0001    0.0000 |
    0.990     0     0     0.0      0      0 |   10   991    0.0012    0.0001    0.0000 |
    1.000     0     0     0.0      0      0 |   10  1001    0.0009    0.0001    0.0000 |
    1.010     0     0     0.0      0      0 |   10  1011    0.0007    0.0001    0.0000 |
    1.020     0     0     0.0      0      0 |   10  1021    0.0009    0.0001    0.0000 |
    1.030     0     0     0.0      0      0 |   10  1031    0.0010    0.0001    0.0000 |
    1.040     0     0     0.0      0      0 |   10  1041    0.0009    0.0001    0.0000 |
    1.050     0     0     0.0      0      0 |   10  1051    0.0010    0.0001    0.0000 |
    1.060     0     0     0.0      0      0 |   10  1061    0.0009    0.0001    0.0000 |
    1.070     0     0     0.0      0      0 |   10  1071    0.0009    0.0001    0.0000 |
    1.080     0     0     0.0      0      0 |   10  1081    0.0010    0.0001    0.0000 |
    1.090     0     0     0.0      0      0 |   10  1091    0.0009    0.0001    0.0000 |
    1.100     0     0     0.0      0      0 |   10  1101    0.0008    0.0001    0.0000 |
    1.110     0     0     0.0      0      0 |   10  1111    0.0008    0.0001    0.0000 |
    1.120     0     0     0.0      0      0 |   10  1121    0.0008    0.0001    0.0000 |
    1.130     0     0     0.0      0      0 |   10  1131    0.0012    0.0001    0.0000 |
    1.140     0     0     0.0      0      0 |   10  1141    0.0008    0.0001    0.0000 |
    1.150     0     0     0.0      0      0 |   10  1151    0.0009    0.0001    0.0000 |
    1.160     0     0     0.0      0      0 |   10  1161    0.0014    0.0001    0.0000 |
    1.170     0     0     0.0      0      0 |   10  1171    0.0011    0.0001    0.0000 |
    1.180     0     0     0.0      0      0 |   10  1181    0.0012    0.0001    0.0000 |
    1.190     0     0     0.0      0      0 |   10  1191    0.0012    0.0001    0.0000 |
    1.200     0     0     0.0      0      0 |   10  1201    0.0012    0.0001    0.0000 |
    1.210     0     0     0.0      0      0 |   10  1211    0.0011    0.0001    0.0000 |
    1.220     0     0     0.0      0      0 |   10  1221    0.0012    0.0001    0.0000 |
    1.230     0     0     0.0      0      0 |   10  1231    0.0011    0.0001    0.0000 |
    1.240     0     0     0.0      0      0 |   10  1241    0.0013    0.0001    0.0000 |
    1.250     0     0     0.0      0      0 |   10  1251    0.0010    0.0001    0.0000 |
    1.260     0     0     0.0      0      0 |   10  1261    0.0011    0.0001    0.0000 |
    1.270     0     0     0.0      0      0 |   10  1271    0.0011    0.0001    0.0000 |
    1.280     0     0     0.0      0      0 |   10  1281    0.0010    0.0001    0.0000 |
    1.290     0     0     0.0      0      0 |   10  1291    0.0010    0.0001    0.0000 |
    1.300     0     0     0.0      0      0 |   10  1301    0.0010    0.0001    0.0000 |
    1.310     0     0     0.0      0      0 |   10  1311    0.0010    0.0001    0.0000 |
    1.320     0     0     0.0      0      0 |   10  1321    0.0008    0.0001    0.0000 |
    1.330     0     0     0.0      0      0 |   10  1331    0.0009    0.0001    0.0000 |
    1.340     0     0     0.0      0      0 |   10  1341    0.0014    0.0001    0.0000 |
    1.350     0     0     0.0      0      0 |   10  1351    0.0009    0.0001    0.0000 |
    1.360     0     0     0.0      0      0 |   10  1361    0.0008    0.0001    0.0000 |
    1.370     0     0     0.0      0      0 |   10  1371    0.0011    0.0001    0.0000 |
    1.380     0     0     0.0      0      0 |   10  1381    0.0010    0.0001    0.0000 |
    1.390     0     0     0.0      0      0 |   10  1391    0.0011    0.0001    0.0000 |
    1.400     0     0     0.0      0      0 |   10  1401    0.0009    0.0001    0.0000 |
    1.410     0     0     0.0      0      0 |   10  1411    0.0007    0.0001    0.0000 |
    1.420     0     0     0.0      0      0 |   10  1421    0.0009    0.0001    0.0000 |
    1.430     0     0     0.0      0      0 |   10  1431    0.0011    0.0001    0.0000 |
    1.440     0     0     0.0      0      0 |   10  1441    0.0007    0.0001    0.0000 |
    1.450     0     0     0.0      0      0 |   10  1451    0.0009    0.0001    0.0000 |
    1.460     0     0     0.0      0      0 |   10  1461    0.0010    0.0001    0.0000 |
    1.470     0     0     0.0      0      0 |   10  1471    0.0008    0.0001    0.0000 |
    1.480     0     0     0.0      0      0 |   10  1481    0.0009    0.0001    0.0000 |
    1.490     0     0     0.0      0      0 |   10  1491    0.0011    0.0001    0.0000 |
    1.500     0     0     0.0      0      0 |   10  1501    0.0009    0.0001    0.0000 |
    1.510     0     0     0.0      0      0 |   10  1511    0.0010    0.0001    0.0000 |
    1.520     0     0     0.0      0      0 |   10  1521    0.0008    0.0001    0.0000 |
    1.530     0     0     0.0      0      0 |   10  1531    0.0009    0.0001    0.0000 |
    1.540     0     0     0.0      0      0 |   10  1541    0.0008    0.0001    0.0000 |
    1.550     0     0     0.0      0      0 |   10  1551    0.0008    0.0001    0.0000 |
    1.560     0     0     0.0      0      0 |   10  1561    0.0010    0.0001    0.0000 |
    1.570     0     0     0.0      0      0 |   10  1571    0.0009    0.0001    0.0000 |
    1.580     0     0     0.0      0      0 |   10  1581    0.0009    0.0001    0.0000 |
    1.590     0     0     0.0      0      0 |   10  1591    0.0009    0.0001    0.0000 |
    1.600     0     0     0.0      0      0 |   10  1601    0.0008    0.0001    0.0000 |
    1.610     0     0     0.0      0      0 |   10  1611    0.0010    0.0001    0.0000 |
    1.620     0     0     0.0      0      0 |   10  1621    0.0011    0.0001    0.0000 |
    1.630     0     0     0.0      0      0 |   10  1631    0.0007    0.0001    0.0000 |
    1.640     0     0     0.0      0      0 |   10  1641    0.0008    0.0001    0.0000 |
    1.650     0     0     0.0      0      0 |   10  1651    0.0007    0.0001    0.0000 |
    1.660     0     0     0.0      0      0 |   10  1661    0.0012    0.0001    0.0000 |
    1.670     0     0     0.0      0      0 |   10  1671    0.0010    0.0001    0.0000 |
    1.680     0     0     0.0      0      0 |   10  1681    0.0008    0.0001    0.0000 |
    1.690     0     0     0.0      0      0 |   10  1691    0.0009    0.0001    0.0000 |
    1.700     0     0     0.0      0      0 |   10  1701    0.0007    0.0001    0.0000 |
    1.710     0     0     0.0      0      0 |   10  1711    0.0011    0.0001    0.0000 |
    1.720     0     0     0.0      0      0 |   10  1721    0.0010    0.0001    0.0000 |
    1.730     0     0     0.0      0      0 |   10  1731    0.0009    0.0001    0.0000 |
    1.740     0     0     0.0      0      0 |   10  1741    0.0008    0.0001    0.0000 |
    1.750     0     0     0.0      0      0 |   10  1751    0.0007    0.0001    0.0000 |
    1.760     0     0     0.0      0      0 |   10  1761    0.0009    0.0001    0.0000 |
    1.770     0     0     0.0      0      0 |   10  1771    0.0010    0.0001    0.0000 |
    1.780     0     0     0.0      0      0 |   10  1781    0.0013    0.0001    0.0000 |
    1.790     0     0     0.0      0      0 |   10  1791    0.0008    0.0001    0.0000 |
    1.800     0     0     0.0      0      0 |   10  1801    0.0011    0.0001    0.0000 |
    1.810     0     0     0.0      0      0 |   10  1811    0.0012    0.0001    0.0000 |
    1.820     0     0     0.0      0      0 |   10  1821    0.0008    0.0001    0.0000 |
    1.830     0     0     0.0      0      0 |   10  1831    0.0014    0.0001    0.0000 |
    1.840     0     0     0.0      0      0 |   10  1841    0.0008    0.0001    0.0000 |
    1.850     0     0     0.0      0      0 |   10  1851    0.0008    0.0001    0.0000 |
    1.860     0     0     0.0      0      0 |   10  1861    0.0011    0.0001    0.0000 |
    1.870     0     0     0.0      0      0 |   10  1871    0.0008    0.0001    0.0000 |
    1.880     0     0     0.0      0      0 |   10  1881    0.0008    0.0001    0.0000 |
    1.890     0     0     0.0      0      0 |   10  1891    0.0009    0.0001    0.0000 |
    1.900     0     0     0.0      0      0 |   10  1901    0.0009    0.0001    0.0000 |
    1.910     0     0     0.0      0      0 |   10  1911    0.0010    0.0001    0.0000 |
    1.920     0     0     0.0      0      0 |   10  1921    0.0007    0.0001    0.0000 |
    1.930     0     0     0.0      0      0 |   10  1931    0.0010    0.0001    0.0000 |
    1.940     0     0     0.0      0      0 |   10  1941    0.0007    0.0001    0.0000 |
    1.950     0     0     0.0      0      0 |   10  1951    0.0007    0.0001    0.0000 |
    1.960     0     0     0.0      0      0 |   10  1961    0.0011    0.0001    0.0000 |
    1.970     0     0     0.0      0      0 |   10  1971    0.0008    0.0001    0.0000 |
    1.980     0     0     0.0      0      0 |   10  1981    0.0008    0.0001    0.0000 |
    1.990     0     0     0.0      0      0 |   10  1991    0.0008    0.0001    0.0000 |
    2.000     0     0     0.0      0      0 |   10  2001    0.0008    0.0001    0.0000 |
    2.010     5     5     5.0     50     50 |   10  2011    0.0022    0.0002    0.0000 |
    2.020     5     6     5.9     59    109 |   10  2021    0.0029    0.0003    0.0000 |
    2.030     6     7     6.5     65    174 |   10  2031    0.0026    0.0003    0.0000 |
    2.040     7     7     7.0     70    244 |   10  2041    0.0028    0.0003    0.0000 |
    2.050     7     7     7.0     70    314 |   10  2051    0.0038    0.0004    0.0001 |
    2.060     7     7     7.0     70    384 |   10  2061    0.0032    0.0003    0.0000 |
    2.070     7     8     7.1     71    455 |   10  2071    0.0026    0.0003    0.0000 |
    2.080     7     7     7.0     70    525 |   10  2081    0.0031    0.0003    0.0000 |
    2.090     7     7     7.0     70    595 |   10  2091    0.0033    0.0003    0.0000 |
    2.100     7     7     7.0     70    665 |   10  2101    0.0028    0.0003    0.0000 |
    2.110     7     7     7.0     70    735 |   10  2111    0.0028    0.0003    0.0000 |
    2.120     7     7     7.0     70    805 |   10  2121    0.0030    0.0003    0.0000 |
    2.130     7     7     7.0     70    875 |   10  2131    0.0027    0.0003    0.0000 |
    2.140     6     6     6.0     60    935 |   10  2141    0.0027    0.0003    0.0000 |
    2.150     6     6     6.0     60    995 |   10  2151    0.0025    0.0003    0.0000 |
    2.160     6     6     6.0     60   1055 |   10  2161    0.0024    0.0002    0.0000 |
    2.170     6     6     6.0     60   1115 |   10  2171    0.0025    0.0002    0.0000 |
    2.180     6     6     6.0     60   1175 |   10  2181    0.0031    0.0003    0.0001 |
    2.190     6     6     6.0     60   1235 |   10  2191    0.0032    0.0003    0.0001 |
    2.200     6     6     6.0     60   1295 |   10  2201    0.0028    0.0003    0.0000 |
    2.210     6     6     6.0     60   1355 |   10  2211    0.0031    0.0003    0.0001 |
    2.220     6     6     6.0     60   1415 |   10  2221    0.0026    0.0003    0.0000 |
    2.230     6     6     6.0     60   1475 |   10  2231    0.0028    0.0003    0.0000 |
    2.240     6     6     6.0     60   1535 |   10  2241    0.0027    0.0003    0.0000 |
    2.250     6     6     6.0     60   1595 |   10  2251    0.0024    0.0002    0.0000 |
    2.260     5     6     5.4     54   1649 |   10  2261    0.0025    0.0003    0.0000 |
    2.270     5     5     5.0     50   1699 |   10  2271    0.0024    0.0002    0.0000 |
    2.280     5     6     5.2     52   1751 |   10  2281    0.0027    0.0003    0.0001 |
    2.290     5     6     5.5     55   1806 |   10  2291    0.0027    0.0003    0.0000 |
    2.300     5     6     5.5     55   1861 |   10  2301    0.0034    0.0003    0.0001 |
    2.310     5     6     5.5     55   1916 |   10  2311    0.0032    0.0003    0.0001 |
    2.320     5     6     5.6     56   1972 |   10  2321    0.0034    0.0003    0.0001 |
    2.330     5     6     5.5     55   2027 |   10  2331    0.0029    0.0003    0.0001 |
    2.340     5     6     5.5     55   2082 |   10  2341    0.0023    0.0002    0.0000 |
    2.350     5     6     5.4     54   2136 |   10  2351    0.0027    0.0003    0.0001 |
    2.360     5     6     5.4     54   2190 |   10  2361    0.0027    0.0003    0.0000 |
    2.370     5     6     5.2     52   2242 |   10  2371    0.0023    0.0002    0.0000 |
    2.380     5     5     5.0     50   2292 |   10  2381    0.0025    0.0002    0.0000 |
    2.390     5     5     5.0     50   2342 |   10  2391    0.0024    0.0002    0.0000 |
    2.400     5     5     5.0     50   2392 |   10  2401    0.0029    0.0003    0.0001 |
    2.410     5     5     5.0     50   2442 |   10  2411    0.0024    0.0002    0.0000 |
    2.420     5     5     5.0     50   2492 |   10  2421    0.0025    0.0002    0.0000 |
    2.430     5     5     5.0     50   2542 |   10  2431    0.0027    0.0003    0.0001 |
    2.440     5     5     5.0     50   2592 |   10  2441    0.0023    0.0002    0.0000 |
    2.450     5     5     5.0     50   2642 |   10  2451    0.0024    0.0002    0.0000 |
    2.460     5     5     5.0     50   2692 |   10  2461    0.0020    0.0002    0.0000 |
    2.470     4     5     4.5     45   2737 |   10  2471    0.0026    0.0003    0.0001 |
    2.480     4     4     4.0     40   2777 |   10  2481    0.0019    0.0002    0.0000 |
    2.490     4     4     4.0     40   2817 |   10  2491    0.0023    0.0002    0.0001 |
    2.500     4     4     4.0     40   2857 |   10  2501    0.0019    0.0002    0.0000 |
    2.510     4     4     4.0     40   2897 |   10  2511    0.0024    0.0002    0.0001 |
    2.520     4     4     4.0     40   2937 |   10  2521    0.0019    0.0002    0.0000 |
    2.530     4     4     4.0     40   2977 |   10  2531    0.0020    0.0002    0.0000 |
    2.540     4     4     4.0     40   3017 |   10  2541    0.0017    0.0002    0.0000 |
    2.550     4     4     4.0     40   3057 |   10  2551    0.0022    0.0002    0.0001 |
    2.560     4     4     4.0     40   3097 |   10  2561    0.0020    0.0002    0.0000 |
    2.570     4     4     4.0     40   3137 |   10  2571    0.0023    0.0002    0.0001 |
    2.580     4     4     4.0     40   3177 |   10  2581    0.0029    0.0003    0.0001 |
    2.590     4     4     4.0     40   3217 |   10  2591    0.0030    0.0003    0.0001 |
    2.600     4     4     4.0     40   3257 |   10  2601    0.0027    0.0003    0.0001 |
    2.610     4     4     4.0     40   3297 |   10  2611    0.0025    0.0003    0.0001 |
    2.620     4     4     4.0     40   3337 |   10  2621    0.0026    0.0003    0.0001 |
    2.630     4     4     4.0     40   3377 |   10  2631    0.0026    0.0003    0.0001 |
    2.640     4     4     4.0     40   3417 |   10  2641    0.0027    0.0003    0.0001 |
    2.650     4     4     4.0     40   3457 |   10  2651    0.0028    0.0003    0.0001 |
    2.660     3     4     3.5     35   3492 |   10  2661    0.0027    0.0003    0.0001 |
    2.670     3     4     3.1     31   3523 |   10  2671    0.0023    0.0002    0.0001 |
    2.680     3     4     3.6     36   3559 |   10  2681    0.0025    0.0002    0.0001 |
    2.690     3     4     3.6     36   3595 |   10  2691    0.0023    0.0002    0.0001 |
    2.700     3     4     3.6     36   3631 |   10  2701    0.0020    0.0002    0.0001 |
    2.710     3     4     3.6     36   3667 |   10  2711    0.0020    0.0002    0.0001 |
    2.720     3     4     3.6     36   3703 |   10  2721    0.0016    0.0002    0.0000 |
    2.730     3     4     3.5     35   3738 |   10  2731    0.0021    0.0002    0.0001 |
    2.740     3     4     3.8     38   3776 |   10  2741    0.0020    0.0002    0.0001 |
    2.750     3     4     3.7     37   3813 |   10  2751    0.0020    0.0002    0.0001 |
    2.760     3     4     3.5     35   3848 |   10  2761    0.0026    0.0003    0.0001 |
    2.770     3     4     3.6     36   3884 |   10  2771    0.0017    0.0002    0.0000 |
    2.780     3     4     3.5     35   3919 |   10  2781    0.0020    0.0002    0.0001 |
    2.790     3     4     3.5     35   3954 |   10  2791    0.0022    0.0002    0.0001 |
    2.800     3     3     3.0     30   3984 |   10  2801    0.0015    0.0002    0.0001 |
    2.810     3     3     3.0     30   4014 |   10  2811    0.0017    0.0002    0.0001 |
    2.820     3     3     3.0     30   4044 |   10  2821    0.0020    0.0002    0.0001 |
    2.830     3     3     3.0     30   4074 |   10  2831    0.0021    0.0002    0.0001 |
    2.840     3     3     3.0     30   4104 |   10  2841    0.0016    0.0002    0.0001 |
    2.850     3     3     3.0     30   4134 |   10  2851    0.0016    0.0002    0.0001 |
    2.860     3     3     3.0     30   4164 |   10  2861    0.0016    0.0002    0.0001 |
    2.870     3     3     3.0     30   4194 |   10  2871    0.0017    0.0002    0.0001 |
    2.880     3     3     3.0     30   4224 |   10  2881    0.0017    0.0002    0.0001 |
    2.890     3     3     3.0     30   4254 |   10  2891    0.0016    0.0002    0.0001 |
    2.900     3     3     3.0     30   4284 |   10  2901    0.0020    0.0002    0.0001 |
    2.910     3     3     3.0     30   4314 |   10  2911    0.0019    0.0002    0.0001 |
    2.920     3     3     3.0     30   4344 |   10  2921    0.0017    0.0002    0.0001 |
    2.930     3     3     3.0     30   4374 |   10  2931    0.0018    0.0002    0.0001 |
    2.940     3     3     3.0     30   4404 |   10  2941    0.0020    0.0002    0.0001 |
    2.950     3     3     3.0     30   4434 |   10  2951    0.0018    0.0002    0.0001 |
    2.960     3     3     3.0     30   4464 |   10  2961    0.0018    0.0002    0.0001 |
    2.970     3     3     3.0     30   4494 |   10  2971    0.0018    0.0002    0.0001 |
    2.980     3     3     3.0     30   4524 |   10  2981    0.0018    0.0002    0.0001 |
    2.990     3     3     3.0     30   4554 |   10  2991    0.0019    0.0002    0.0001 |
    3.000     3     3     3.0     30   4584 |   10  3001    0.0018    0.0002    0.0001 |
    3.010     2     3     2.3     23   4607 |   10  3011    0.0016    0.0002    0.0001 |
    3.020     2     2     2.0     20   4627 |   10  3021    0.0015    0.0001    0.0001 |
    3.030     2     2     2.0     20   4647 |   10  3031    0.0017    0.0002    0.0001 |
    3.040     2     2     2.0     20   4667 |   10  3041    0.0015    0.0001    0.0001 |
    3.050     2     2     2.0     20   4687 |   10  3051    0.0014    0.0001    0.0001 |
    3.060     2     2     2.0     20   4707 |   10  3061    0.0014    0.0001    0.0001 |
    3.070     2     2     2.0     20   4727 |   10  3071    0.0015    0.0001    0.0001 |
    3.080     2     2     2.0     20   4747 |   10  3081    0.0017    0.0002    0.0001 |
    3.090     2     2     2.0     20   4767 |   10  3091    0.0016    0.0002    0.0001 |
    3.100     2     2     2.0     20   4787 |   10  3101    0.0014    0.0001    0.0001 |
    3.110     2     2     2.0     20   4807 |   10  3111    0.0012    0.0001    0.0001 |
    3.120     2     2     2.0     20   4827 |   10  3121    0.0018    0.0002    0.0001 |
    3.130     2     2     2.0     20   4847 |   10  3131    0.0014    0.0001    0.0001 |
    3.140     2     2     2.0     20   4867 |   10  3141    0.0016    0.0002    0.0001 |
    3.150     2     2     2.0     20   4887 |   10  3151    0.0016    0.0002    0.0001 |
    3.160     2     3     2.8     28   4915 |   10  3161    0.0020    0.0002    0.0001 |
    3.170     3     3     3.0     30   4945 |   10  3171    0.0019    0.0002    0.0001 |
    3.180     3     3     3.0     30   4975 |   10  3181    0.0019    0.0002    0.0001 |
    3.190     3     3     3.0     30   5005 |   10  3191    0.0016    0.0002    0.0001 |
    3.200     3     3     3.0     30   5035 |   10  3201    0.0018    0.0002    0.0001 |
    3.210     3     3     3.0     30   5065 |   10  3211    0.0020    0.0002    0.0001 |
    3.220     3     3     3.0     30   5095 |   10  3221    0.0016    0.0002    0.0001 |
    3.230     3     3     3.0     30   5125 |   10  3231    0.0016    0.0002    0.0001 |
    3.240     3     3     3.0     30   5155 |   10  3241    0.0017    0.0002    0.0001 |
    3.250     3     3     3.0     30   5185 |   10  3251    0.0019    0.0002    0.0001 |
    3.260     3     3     3.0     30   5215 |   10  3261    0.0017    0.0002    0.0001 |
    3.270     3     3     3.0     30   5245 |   10  3271    0.0015    0.0002    0.0001 |
    3.280     3     3     3.0     30   5275 |   10  3281    0.0016    0.0002    0.0001 |
    3.290     3     3     3.0     30   5305 |   10  3291    0.0019    0.0002    0.0001 |
    3.300     3     3     3.0     30   5335 |   10  3301    0.0020    0.0002    0.0001 |
    3.310     3     3     3.0     30   5365 |   10  3311    0.0017    0.0002    0.0001 |
    3.320     3     3     3.0     30   5395 |   10  3321    0.0015    0.0001    0.0000 |
    3.330     3     3     3.0     30   5425 |   10  3331    0.0025    0.0002    0.0001 |
    3.340     3     3     3.0     30   5455 |   10  3341    0.0014    0.0001    0.0000 |
    3.350     3     3     3.0     30   5485 |   10  3351    0.0015    0.0002    0.0001 |
    3.360     3     3     3.0     30   5515 |   10  3361    0.0018    0.0002    0.0001 |
    3.370     3     3     3.0     30   5545 |   10  3371    0.0029    0.0003    0.0001 |
