          ----- ----- -------  -----  ----- | ---- ----- --------- --------- --------- |
          mn it mx it  avg it    its  ttits |   ss    ts        st      stps     stpit |
    3.270    20    20    20.0    200  46092 |   10  3271    0.0364    0.0036    0.0002 |
    3.280    20    20    20.0    200  46292 |   10  3281    0.0367    0.0037    0.0002 |
    3.290    20    20    20.0    200  46492 |   10  3291    0.0369    0.0037    0.0002 |
    3.300    20    20    20.0    200  46692 |   10  3301    0.0374    0.0037    0.0002 |
    3.310    20    20    20.0    200  46892 |   10  3311    0.0376    0.0038    0.0002 |
    3.320    20    20    20.0    200  47092 |   10  3321    0.0366    0.0037    0.0002 |
    3.330    20    20    20.0    200  47292 |   10  3331    0.0355    0.0036    0.0002 |
    3.340    20    20    20.0    200  47492 |   10  3341    0.0376    0.0038    0.0002 |
    3.350    20    20    20.0    200  47692 |   10  3351    0.0365    0.0036    0.0002 |
    3.360    20    20    20.0    200  47892 |   10  3361    0.0378    0.0038    0.0002 |
    3.370    20    20    20.0    200  48092 |   10  3371    0.0375    0.0037    0.0002 |
    3.380    20    20    20.0    200  48292 |   10  3381    0.0372    0.0037    0.0002 |
    3.390    20    20    20.0    200  48492 |   10  3391    0.0368    0.0037    0.0002 |
    3.400    20    20    20.0    200  48692 |   10  3401    0.0375    0.0038    0.0002 |
    3.410    20    20    20.0    200  48892 |   10  3411    0.0382    0.0038    0.0002 |
    3.420    20    20    20.0    200  49092 |   10  3421    0.0386    0.0039    0.0002 |
    3.430    20    20    20.0    200  49292 |   10  3431    0.0368    0.0037    0.0002 |
    3.440    20    20    20.0    200  49492 |   10  3441    0.0376    0.0038    0.0002 |
    3.450    20    20    20.0    200  49692 |   10  3451    0.0371    0.0037    0.0002 |
    3.460    20    20    20.0    200  49892 |   10  3461    0.0373    0.0037    0.0002 |
    3.470    20    20    20.0    200  50092 |   10  3471    0.0378    0.0038    0.0002 |
    3.480    20    20    20.0    200  50292 |   10  3481    0.0380    0.0038    0.0002 |
    3.490    20    20    20.0    200  50492 |   10  3491    0.0371    0.0037    0.0002 |
    3.500    20    20    20.0    200  50692 |   10  3501    0.0386    0.0039    0.0002 |
    3.510    20    20    20.0    200  50892 |   10  3511    0.0373    0.0037    0.0002 |
    3.520    20    20    20.0    200  51092 |   10  3521    0.0366    0.0037    0.0002 |
    3.530    20    20    20.0    200  51292 |   10  3531    0.0377    0.0038    0.0002 |
    3.540    20    20    20.0    200  51492 |   10  3541    0.0369    0.0037    0.0002 |
    3.550    20    20    20.0    200  51692 |   10  3551    0.0364    0.0036    0.0002 |
    3.560    20    20    20.0    200  51892 |   10  3561    0.0374    0.0037    0.0002 |
    3.570    20    20    20.0    200  52092 |   10  3571    0.0383    0.0038    0.0002 |
    3.580    20    20    20.0    200  52292 |   10  3581    0.0378    0.0038    0.0002 |
    3.590    20    20    20.0    200  52492 |   10  3591    0.0376    0.0038    0.0002 |
    3.600    20    20    20.0    200  52692 |   10  3601    0.0370    0.0037    0.0002 |
    3.610    20    20    20.0    200  52892 |   10  3611    0.0374    0.0037    0.0002 |
    3.620    20    20    20.0    200  53092 |   10  3621    0.0380    0.0038    0.0002 |
    3.630    20    20    20.0    200  53292 |   10  3631    0.0369    0.0037    0.0002 |
    3.640    20    20    20.0    200  53492 |   10  3641    0.0378    0.0038    0.0002 |
    3.650    20    20    20.0    200  53692 |   10  3651    0.0381    0.0038    0.0002 |
    3.660    20    20    20.0    200  53892 |   10  3661    0.0386    0.0039    0.0002 |
    3.670    19    20    19.9    199  54091 |   10  3671    0.0376    0.0038    0.0002 |
    3.680    19    19    19.0    190  54281 |   10  3681    0.0338    0.0034    0.0002 |
    3.690    18    19    18.5    185  54466 |   10  3691    0.0343    0.0034    0.0002 |
    3.700    18    18    18.0    180  54646 |   10  3701    0.0346    0.0035    0.0002 |
    3.710    18    18    18.0    180  54826 |   10  3711    0.0345    0.0034    0.0002 |
    3.720    18    18    18.0    180  55006 |   10  3721    0.0348    0.0035    0.0002 |
    3.730    18    18    18.0    180  55186 |   10  3731    0.0384    0.0038    0.0002 |
    3.740    18    18    18.0    180  55366 |   10  3741    0.0363    0.0036    0.0002 |
    3.750    18    18    18.0    180  55546 |   10  3751    0.0355    0.0035    0.0002 |
    3.760    18    18    18.0    180  55726 |   10  3761    0.0346    0.0035    0.0002 |
    3.770    18    18    18.0    180  55906 |   10  3771    0.0342    0.0034    0.0002 |
    3.780    18    18    18.0    180  56086 |   10  3781    0.0384    0.0038    0.0002 |
    3.790    18    18    18.0    180  56266 |   10  3791    0.0357    0.0036    0.0002 |
    3.800    18    18    18.0    180  56446 |   10  3801    0.0357    0.0036    0.0002 |
    3.810    18    18    18.0    180  56626 |   10  3811    0.0339    0.0034    0.0002 |
    3.820    18    18    18.0    180  56806 |   10  3821    0.0347    0.0035    0.0002 |
    3.830    18    18    18.0    180  56986 |   10  3831    0.0367    0.0037    0.0002 |
    3.840    18    18    18.0    180  57166 |   10  3841    0.0382    0.0038    0.0002 |
    3.850    18    18    18.0    180  57346 |   10  3851    0.0346    0.0035    0.0002 |
    3.860    18    18    18.0    180  57526 |   10  3861    0.0354    0.0035    0.0002 |
    3.870    18    18    18.0    180  57706 |   10  3871    0.0340    0.0034    0.0002 |
    3.880    18    18    18.0    180  57886 |   10  3881    0.0367    0.0037    0.0002 |
    3.890    18    18    18.0    180  58066 |   10  3891    0.0377    0.0038    0.0002 |
    3.900    18    18    18.0    180  58246 |   10  3901    0.0358    0.0036    0.0002 |
    3.910    18    18    18.0    180  58426 |   10  3911    0.0346    0.0035    0.0002 |
    3.920    18    18    18.0    180  58606 |   10  3921    0.0344    0.0034    0.0002 |
    3.930    18    18    18.0    180  58786 |   10  3931    0.0362    0.0036    0.0002 |
    3.940    18    18    18.0    180  58966 |   10  3941    0.0346    0.0035    0.0002 |
    3.950    18    18    18.0    180  59146 |   10  3951    0.0347    0.0035    0.0002 |
    3.960    18    18    18.0    180  59326 |   10  3961    0.0341    0.0034    0.0002 |
    3.970    18    18    18.0    180  59506 |   10  3971    0.0333    0.0033    0.0002 |
    3.980    17    18    17.3    173  59679 |   10  3981    0.0327    0.0033    0.0002 |
    3.990    17    17    17.0    170  59849 |   10  3991    0.0334    0.0033    0.0002 |
    4.000    17    17    17.0    170  60019 |   10  4001    0.0321    0.0032    0.0002 |
    4.010    17    17    17.0    170  60189 |   10  4011    0.0335    0.0034    0.0002 |
    4.020    17    17    17.0    170  60359 |   10  4021    0.0312    0.0031    0.0002 |
    4.030    17    17    17.0    170  60529 |   10  4031    0.0323    0.0032    0.0002 |
    4.040    17    17    17.0    170  60699 |   10  4041    0.0369    0.0037    0.0002 |
    4.050    17    17    17.0    170  60869 |   10  4051    0.0337    0.0034    0.0002 |
    4.060    17    17    17.0    170  61039 |   10  4061    0.0349    0.0035    0.0002 |
    4.070    17    17    17.0    170  61209 |   10  4071    0.0317    0.0032    0.0002 |
    4.080    17    17    17.0    170  61379 |   10  4081    0.0320    0.0032    0.0002 |
    4.090    17    17    17.0    170  61549 |   10  4091    0.0337    0.0034    0.0002 |
    4.100    17    17    17.0    170  61719 |   10  4101    0.0369    0.0037    0.0002 |
    4.110    17    17    17.0    170  61889 |   10  4111    0.0333    0.0033    0.0002 |
    4.120    17    17    17.0    170  62059 |   10  4121    0.0314    0.0031    0.0002 |
    4.130    17    17    17.0    170  62229 |   10  4131    0.0329    0.0033    0.0002 |
    4.140    17    17    17.0    170  62399 |   10  4141    0.0336    0.0034    0.0002 |
    4.150    17    17    17.0    170  62569 |   10  4151    0.0339    0.0034    0.0002 |
    4.160    17    17    17.0    170  62739 |   10  4161    0.0336    0.0034    0.0002 |
    4.170    17    17    17.0    170  62909 |   10  4171    0.0345    0.0034    0.0002 |
    4.180    17    17    17.0    170  63079 |   10  4181    0.0326    0.0033    0.0002 |
    4.190    17    17    17.0    170  63249 |   10  4191    0.0317    0.0032    0.0002 |
    4.200    17    17    17.0    170  63419 |   10  4201    0.0367    0.0037    0.0002 |
    4.210    17    17    17.0    170  63589 |   10  4211    0.0351    0.0035    0.0002 |
    4.220    17    17    17.0    170  63759 |   10  4221    0.0336    0.0034    0.0002 |
    4.230    17    17    17.0    170  63929 |   10  4231    0.0327    0.0033    0.0002 |
    4.240    17    17    17.0    170  64099 |   10  4241    0.0323    0.0032    0.0002 |
    4.250    17    17    17.0    170  64269 |   10  4251    0.0341    0.0034    0.0002 |
    4.260    17    17    17.0    170  64439 |   10  4261    0.0376    0.0038    0.0002 |
    4.270    17    17    17.0    170  64609 |   10  4271    0.0330    0.0033    0.0002 |
    4.280    17    17    17.0    170  64779 |   10  4281    0.0328    0.0033    0.0002 |
    4.290    17    17    17.0    170  64949 |   10  4291    0.0323    0.0032    0.0002 |
    4.300    17    17    17.0    170  65119 |   10  4301    0.0339    0.0034    0.0002 |
    4.310    17    17    17.0    170  65289 |   10  4311    0.0341    0.0034    0.0002 |
    4.320    17    17    17.0    170  65459 |   10  4321    0.0333    0.0033    0.0002 |
    4.330    17    17    17.0    170  65629 |   10  4331    0.0339    0.0034    0.0002 |
    4.340    17    17    17.0    170  65799 |   10  4341    0.0324    0.0032    0.0002 |
    4.350    17    17    17.0    170  65969 |   10  4351    0.0320    0.0032    0.0002 |
    4.360    17    17    17.0    170  66139 |   10  4361    0.0347    0.0035    0.0002 |
    4.370    17    17    17.0    170  66309 |   10  4371    0.0338    0.0034    0.0002 |
    4.380    17    17    17.0    170  66479 |   10  4381    0.0328    0.0033    0.0002 |
    4.390    17    17    17.0    170  66649 |   10  4391    0.0319    0.0032    0.0002 |
    4.400    17    17    17.0    170  66819 |   10  4401    0.0320    0.0032    0.0002 |
    4.410    17    17    17.0    170  66989 |   10  4411    0.0334    0.0033    0.0002 |
    4.420    17    17    17.0    170  67159 |   10  4421    0.0351    0.0035    0.0002 |
    4.430    17    17    17.0    170  67329 |   10  4431    0.0333    0.0033    0.0002 |
    4.440    17    17    17.0    170  67499 |   10  4441    0.0344    0.0034    0.0002 |
    4.450    17    17    17.0    170  67669 |   10  4451    0.0332    0.0033    0.0002 |
    4.460    16    16    16.0    160  67829 |   10  4461    0.0323    0.0032    0.0002 |
    4.470    16    16    16.0    160  67989 |   10  4471    0.0322    0.0032    0.0002 |
    4.480    16    16    16.0    160  68149 |   10  4481    0.0334    0.0033    0.0002 |
    4.490    16    16    16.0    160  68309 |   10  4491    0.0328    0.0033    0.0002 |
    4.500    16    16    16.0    160  68469 |   10  4501    0.0312    0.0031    0.0002 |
    4.510    16    16    16.0    160  68629 |   10  4511    0.0310    0.0031    0.0002 |
    4.520    16    16    16.0    160  68789 |   10  4521    0.0321    0.0032    0.0002 |
    4.530    16    16    16.0    160  68949 |   10  4531    0.0342    0.0034    0.0002 |
    4.540    16    16    16.0    160  69109 |   10  4541    0.0304    0.0030    0.0002 |
    4.550    16    16    16.0    160  69269 |   10  4551    0.0317    0.0032    0.0002 |
    4.560    16    16    16.0    160  69429 |   10  4561    0.0306    0.0031    0.0002 |
    4.570    16    16    16.0    160  69589 |   10  4571    0.0315    0.0032    0.0002 |
    4.580    16    16    16.0    160  69749 |   10  4581    0.0342    0.0034    0.0002 |
    4.590    16    16    16.0    160  69909 |   10  4591    0.0329    0.0033    0.0002 |
    4.600    16    16    16.0    160  70069 |   10  4601    0.0304    0.0030    0.0002 |
    4.610    16    16    16.0    160  70229 |   10  4611    0.0305    0.0030    0.0002 |
    4.620    16    16    16.0    160  70389 |   10  4621    0.0317    0.0032    0.0002 |
    4.630    16    16    16.0    160  70549 |   10  4631    0.0343    0.0034    0.0002 |
    4.640    16    16    16.0    160  70709 |   10  4641    0.0340    0.0034    0.0002 |
    4.650    16    16    16.0    160  70869 |   10  4651    0.0280    0.0028    0.0002 |
    4.660    16    16    16.0    160  71029 |   10  4661    0.0320    0.0032    0.0002 |
    4.670    16    16    16.0    160  71189 |   10  4671    0.0304    0.0030    0.0002 |
    4.680    16    16    16.0    160  71349 |   10  4681    0.0317    0.0032    0.0002 |
    4.690    16    16    16.0    160  71509 |   10  4691    0.0327    0.0033    0.0002 |
    4.700    16    16    16.0    160  71669 |   10  4701    0.0333    0.0033    0.0002 |
    4.710    16    16    16.0    160  71829 |   10  4711    0.0318    0.0032    0.0002 |
    4.720    16    16    16.0    160  71989 |   10  4721    0.0306    0.0031    0.0002 |
    4.730    15    16    15.8    158  72147 |   10  4731    0.0309    0.0031    0.0002 |
    4.740    15    15    15.0    150  72297 |   10  4741    0.0300    0.0030    0.0002 |
    4.750    15    15    15.0    150  72447 |   10  4751    0.0302    0.0030    0.0002 |
    4.760    15    15    15.0    150  72597 |   10  4761    0.0288    0.0029    0.0002 |
    4.770    15    15    15.0    150  72747 |   10  4771    0.0303    0.0030    0.0002 |
    4.780    15    15    15.0    150  72897 |   10  4781    0.0304    0.0030    0.0002 |
    4.790    15    15    15.0    150  73047 |   10  4791    0.0294    0.0029    0.0002 |
    4.800    15    15    15.0    150  73197 |   10  4801    0.0288    0.0029    0.0002 |
    4.810    15    15    15.0    150  73347 |   10  4811    0.0312    0.0031    0.0002 |
    4.820    15    15    15.0    150  73497 |   10  4821    0.0316    0.0032    0.0002 |
    4.830    15    15    15.0    150  73647 |   10  4831    0.0286    0.0029    0.0002 |
    4.840    15    15    15.0    150  73797 |   10  4841    0.0296    0.0030    0.0002 |
    4.850    15    15    15.0    150  73947 |   10  4851    0.0254    0.0025    0.0002 |
    4.860    15    15    15.0    150  74097 |   10  4861    0.0310    0.0031    0.0002 |
    4.870    15    15    15.0    150  74247 |   10  4871    0.0312    0.0031    0.0002 |
    4.880    15    15    15.0    150  74397 |   10  4881    0.0304    0.0030    0.0002 |
    4.890    15    15    15.0    150  74547 |   10  4891    0.0291    0.0029    0.0002 |
    4.900    15    15    15.0    150  74697 |   10  4901    0.0279    0.0028    0.0002 |
    4.910    15    15    15.0    150  74847 |   10  4911    0.0285    0.0028    0.0002 |
    4.920    15    15    15.0    150  74997 |   10  4921    0.0291    0.0029    0.0002 |
    4.930    15    15    15.0    150  75147 |   10  4931    0.0310    0.0031    0.0002 |
    4.940    15    15    15.0    150  75297 |   10  4941    0.0316    0.0032    0.0002 |
    4.950    15    15    15.0    150  75447 |   10  4951    0.0297    0.0030    0.0002 |
    4.960    15    15    15.0    150  75597 |   10  4961    0.0290    0.0029    0.0002 |
    4.970    15    15    15.0    150  75747 |   10  4971    0.0296    0.0030    0.0002 |
    4.980    15    15    15.0    150  75897 |   10  4981    0.0303    0.0030    0.0002 |
    4.990    15    15    15.0    150  76047 |   10  4991    0.0311    0.0031    0.0002 |
    5.000    15    15    15.0    150  76197 |   10  5001    0.0316    0.0032    0.0002 |
    5.010    15    15    15.0    150  76347 |   10  5011    0.0299    0.0030    0.0002 |
    5.020    15    15    15.0    150  76497 |   10  5021    0.0280    0.0028    0.0002 |
    5.030    15    15    15.0    150  76647 |   10  5031    0.0293    0.0029    0.0002 |
    5.040    15    15    15.0    150  76797 |   10  5041    0.0294    0.0029    0.0002 |
    5.050    15    15    15.0    150  76947 |   10  5051    0.0321    0.0032    0.0002 |
    5.060    15    15    15.0    150  77097 |   10  5061    0.0310    0.0031    0.0002 |
    5.070    15    15    15.0    150  77247 |   10  5071    0.0288    0.0029    0.0002 |
    5.080    15    15    15.0    150  77397 |   10  5081    0.0280    0.0028    0.0002 |
    5.090    15    15    15.0    150  77547 |   10  5091    0.0293    0.0029    0.0002 |
    5.100    15    15    15.0    150  77697 |   10  5101    0.0286    0.0029    0.0002 |
    5.110    15    15    15.0    150  77847 |   10  5111    0.0303    0.0030    0.0002 |
    5.120    15    15    15.0    150  77997 |   10  5121    0.0282    0.0028    0.0002 |
    5.130    15    15    15.0    150  78147 |   10  5131    0.0291    0.0029    0.0002 |
    5.140    15    15    15.0    150  78297 |   10  5141    0.0284    0.0028    0.0002 |
    5.150    15    15    15.0    150  78447 |   10  5151    0.0287    0.0029    0.0002 |
    5.160    15    15    15.0    150  78597 |   10  5161    0.0283    0.0028    0.0002 |
    5.170    15    15    15.0    150  78747 |   10  5171    0.0280    0.0028    0.0002 |
    5.180    15    15    15.0    150  78897 |   10  5181    0.0287    0.0029    0.0002 |
    5.190    14    15    14.6    146  79043 |   10  5191    0.0281    0.0028    0.0002 |
    5.200    14    14    14.0    140  79183 |   10  5201    0.0281    0.0028    0.0002 |
    5.210    14    14    14.0    140  79323 |   10  5211    0.0279    0.0028    0.0002 |
    5.220    14    14    14.0    140  79463 |   10  5221    0.0257    0.0026    0.0002 |
    5.230    14    14    14.0    140  79603 |   10  5231    0.0274    0.0027    0.0002 |
    5.240    14    14    14.0    140  79743 |   10  5241    0.0254    0.0025    0.0002 |
    5.250    14    14    14.0    140  79883 |   10  5251    0.0271    0.0027    0.0002 |
    5.260    14    14    14.0    140  80023 |   10  5261    0.0280    0.0028    0.0002 |
    5.270    14    14    14.0    140  80163 |   10  5271    0.0288    0.0029    0.0002 |
    5.280    14    14    14.0    140  80303 |   10  5281    0.0275    0.0027    0.0002 |
    5.290    14    14    14.0    140  80443 |   10  5291    0.0267    0.0027    0.0002 |
    5.300    14    14    14.0    140  80583 |   10  5301    0.0260    0.0026    0.0002 |
    5.310    14    14    14.0    140  80723 |   10  5311    0.0265    0.0027    0.0002 |
    5.320    14    14    14.0    140  80863 |   10  5321    0.0272    0.0027    0.0002 |
    5.330    14    14    14.0    140  81003 |   10  5331    0.0281    0.0028    0.0002 |
    5.340    14    14    14.0    140  81143 |   10  5341    0.0264    0.0026    0.0002 |
    5.350    14    14    14.0    140  81283 |   10  5351    0.0278    0.0028    0.0002 |
    5.360    14    14    14.0    140  81423 |   10  5361    0.0273    0.0027    0.0002 |
    5.370    14    14    14.0    140  81563 |   10  5371    0.0265    0.0026    0.0002 |
    5.380    14    14    14.0    140  81703 |   10  5381    0.0271    0.0027    0.0002 |
    5.390    14    14    14.0    140  81843 |   10  5391    0.0277    0.0028    0.0002 |
    5.400    14    14    14.0    140  81983 |   10  5401    0.0264    0.0026    0.0002 |
    5.410    14    14    14.0    140  82123 |   10  5411    0.0282    0.0028    0.0002 |
    5.420    14    14    14.0    140  82263 |   10  5421    0.0270    0.0027    0.0002 |
    5.430    14    14    14.0    140  82403 |   10  5431    0.0268    0.0027    0.0002 |
    5.440    14    14    14.0    140  82543 |   10  5441    0.0257    0.0026    0.0002 |
    5.450    14    14    14.0    140  82683 |   10  5451    0.0258    0.0026    0.0002 |
    5.460    14    14    14.0    140  82823 |   10  5461    0.0269    0.0027    0.0002 |
    5.470    14    14    14.0    140  82963 |   10  5471    0.0272    0.0027    0.0002 |
    5.480    14    14    14.0    140  83103 |   10  5481    0.0268    0.0027    0.0002 |
    5.490    14    14    14.0    140  83243 |   10  5491    0.0254    0.0025    0.0002 |
    5.500    14    14    14.0    140  83383 |   10  5501    0.0277    0.0028    0.0002 |
    5.510    14    14    14.0    140  83523 |   10  5511    0.0281    0.0028    0.0002 |
    5.520    14    14    14.0    140  83663 |   10  5521    0.0272    0.0027    0.0002 |
    5.530    14    14    14.0    140  83803 |   10  5531    0.0274    0.0027    0.0002 |
    5.540    14    14    14.0    140  83943 |   10  5541    0.0270    0.0027    0.0002 |
    5.550    14    14    14.0    140  84083 |   10  5551    0.0265    0.0026    0.0002 |
    5.560    14    14    14.0    140  84223 |   10  5561    0.0269    0.0027    0.0002 |
    5.570    14    14    14.0    140  84363 |   10  5571    0.0273    0.0027    0.0002 |
    5.580    14    14    14.0    140  84503 |   10  5581    0.0253    0.0025    0.0002 |
    5.590    14    14    14.0    140  84643 |   10  5591    0.0275    0.0027    0.0002 |
    5.600    14    14    14.0    140  84783 |   10  5601    0.0285    0.0028    0.0002 |
    5.610    14    14    14.0    140  84923 |   10  5611    0.0273    0.0027    0.0002 |
    5.620    14    14    14.0    140  85063 |   10  5621    0.0253    0.0025    0.0002 |
    5.630    14    14    14.0    140  85203 |   10  5631    0.0272    0.0027    0.0002 |
    5.640    14    14    14.0    140  85343 |   10  5641    0.0278    0.0028    0.0002 |
    5.650    14    14    14.0    140  85483 |   10  5651    0.0264    0.0026    0.0002 |
    5.660    14    14    14.0    140  85623 |   10  5661    0.0261    0.0026    0.0002 |
    5.670    14    14    14.0    140  85763 |   10  5671    0.0262    0.0026    0.0002 |
    5.680    13    14    13.4    134  85897 |   10  5681    0.0272    0.0027    0.0002 |
    5.690    13    13    13.0    130  86027 |   10  5691    0.0252    0.0025    0.0002 |
    5.700    13    13    13.0    130  86157 |   10  5701    0.0260    0.0026    0.0002 |
    5.710    13    13    13.0    130  86287 |   10  5711    0.0260    0.0026    0.0002 |
    5.720    13    13    13.0    130  86417 |   10  5721    0.0264    0.0026    0.0002 |
    5.730    13    13    13.0    130  86547 |   10  5731    0.0265    0.0026    0.0002 |
    5.740    12    13    12.5    125  86672 |   10  5741    0.0238    0.0024    0.0002 |
    5.750    12    12    12.0    120  86792 |   10  5751    0.0231    0.0023    0.0002 |
    5.760    12    12    12.0    120  86912 |   10  5761    0.0245    0.0025    0.0002 |
    5.770    12    12    12.0    120  87032 |   10  5771    0.0229    0.0023    0.0002 |
    5.780    12    12    12.0    120  87152 |   10  5781    0.0239    0.0024    0.0002 |
    5.790    12    12    12.0    120  87272 |   10  5791    0.0255    0.0025    0.0002 |
    5.800    12    12    12.0    120  87392 |   10  5801    0.0246    0.0025    0.0002 |
    5.810    12    12    12.0    120  87512 |   10  5811    0.0251    0.0025    0.0002 |
    5.820    12    12    12.0    120  87632 |   10  5821    0.0236    0.0024    0.0002 |
    5.830    11    12    11.5    115  87747 |   10  5831    0.0232    0.0023    0.0002 |
    5.840    11    12    11.1    111  87858 |   10  5841    0.0231    0.0023    0.0002 |
    5.850    11    11    11.0    110  87968 |   10  5851    0.0219    0.0022    0.0002 |
    5.860    11    11    11.0    110  88078 |   10  5861    0.0226    0.0023    0.0002 |
    5.870    11    11    11.0    110  88188 |   10  5871    0.0227    0.0023    0.0002 |
    5.880    11    11    11.0    110  88298 |   10  5881    0.0229    0.0023    0.0002 |
    5.890    11    11    11.0    110  88408 |   10  5891    0.0228    0.0023    0.0002 |
    5.900    11    11    11.0    110  88518 |   10  5901    0.0230    0.0023    0.0002 |
    5.910    11    11    11.0    110  88628 |   10  5911    0.0224    0.0022    0.0002 |
    5.920    11    11    11.0    110  88738 |   10  5921    0.0211    0.0021    0.0002 |
    5.930    11    11    11.0    110  88848 |   10  5931    0.0221    0.0022    0.0002 |
    5.940    11    11    11.0    110  88958 |   10  5941    0.0218    0.0022    0.0002 |
    5.950    11    11    11.0    110  89068 |   10  5951    0.0224    0.0022    0.0002 |
    5.960    11    11    11.0    110  89178 |   10  5961    0.0231    0.0023    0.0002 |
    5.970    11    11    11.0    110  89288 |   10  5971    0.0225    0.0023    0.0002 |
    5.980    11    11    11.0    110  89398 |   10  5981    0.0225    0.0023    0.0002 |
    5.990    11    11    11.0    110  89508 |   10  5991    0.0216    0.0022    0.0002 |
    6.000    11    11    11.0    110  89618 |   10  6001    0.0236    0.0024    0.0002 |
    6.010    11    11    11.0    110  89728 |   10  6011    0.0228    0.0023    0.0002 |
    6.020    11    11    11.0    110  89838 |   10  6021    0.0213    0.0021    0.0002 |
    6.030    11    11    11.0    110  89948 |   10  6031    0.0215    0.0021    0.0002 |
    6.040    11    11    11.0    110  90058 |   10  6041    0.0223    0.0022    0.0002 |
    6.050    11    11    11.0    110  90168 |   10  6051    0.0230    0.0023    0.0002 |
    6.060    11    11    11.0    110  90278 |   10  6061    0.0230    0.0023    0.0002 |
    6.070    11    11    11.0    110  90388 |   10  6071    0.0217    0.0022    0.0002 |
    6.080    11    11    11.0    110  90498 |   10  6081    0.0224    0.0022    0.0002 |
    6.090    11    11    11.0    110  90608 |   10  6091    0.0221    0.0022    0.0002 |
    6.100    11    11    11.0    110  90718 |   10  6101    0.0221    0.0022    0.0002 |
    6.110    11    11    11.0    110  90828 |   10  6111    0.0224    0.0022    0.0002 |
    6.120    11    11    11.0    110  90938 |   10  6121    0.0228    0.0023    0.0002 |
    6.130    11    11    11.0    110  91048 |   10  6131    0.0222    0.0022    0.0002 |
    6.140    11    11    11.0    110  91158 |   10  6141    0.0221    0.0022    0.0002 |
    6.150    11    11    11.0    110  91268 |   10  6151    0.0227    0.0023    0.0002 |
    6.160    11    11    11.0    110  91378 |   10  6161    0.0208    0.0021    0.0002 |
    6.170    11    11    11.0    110  91488 |   10  6171    0.0212    0.0021    0.0002 |
    6.180    11    11    11.0    110  91598 |   10  6181    0.0220    0.0022    0.0002 |
    6.190    11    11    11.0    110  91708 |   10  6191    0.0227    0.0023    0.0002 |
    6.200    11    11    11.0    110  91818 |   10  6201    0.0224    0.0022    0.0002 |
    6.210    11    11    11.0    110  91928 |   10  6211    0.0236    0.0024    0.0002 |
    6.220    11    11    11.0    110  92038 |   10  6221    0.0215    0.0021    0.0002 |
    6.230    11    11    11.0    110  92148 |   10  6231    0.0224    0.0022    0.0002 |
    6.240    11    11    11.0    110  92258 |   10  6241    0.0220    0.0022    0.0002 |
    6.250    11    11    11.0    110  92368 |   10  6251    0.0225    0.0023    0.0002 |
    6.260    11    11    11.0    110  92478 |   10  6261    0.0229    0.0023    0.0002 |
    6.270    11    11    11.0    110  92588 |   10  6271    0.0225    0.0022    0.0002 |
    6.280    11    11    11.0    110  92698 |   10  6281    0.0216    0.0022    0.0002 |
    6.290    11    11    11.0    110  92808 |   10  6291    0.0225    0.0022    0.0002 |
    6.300    11    11    11.0    110  92918 |   10  6301    0.0229    0.0023    0.0002 |
    6.310    11    11    11.0    110  93028 |   10  6311    0.0221    0.0022    0.0002 |
    6.320    11    11    11.0    110  93138 |   10  6321    0.0220    0.0022    0.0002 |
    6.330    11    11    11.0    110  93248 |   10  6331    0.0231    0.0023    0.0002 |
    6.340    11    11    11.0    110  93358 |   10  6341    0.0227    0.0023    0.0002 |
    6.350    11    11    11.0    110  93468 |   10  6351    0.0222    0.0022    0.0002 |
    6.360    11    11    11.0    110  93578 |   10  6361    0.0214    0.0021    0.0002 |
    6.370    11    11    11.0    110  93688 |   10  6371    0.0228    0.0023    0.0002 |
    6.380    11    11    11.0    110  93798 |   10  6381    0.0251    0.0025    0.0002 |
    6.390    11    11    11.0    110  93908 |   10  6391    0.0247    0.0025    0.0002 |
    6.400    11    11    11.0    110  94018 |   10  6401    0.0237    0.0024    0.0002 |
    6.410    11    11    11.0    110  94128 |   10  6411    0.0243    0.0024    0.0002 |
    6.420    11    11    11.0    110  94238 |   10  6421    0.0223    0.0022    0.0002 |
    6.430    11    11    11.0    110  94348 |   10  6431    0.0227    0.0023    0.0002 |
    6.440    11    11    11.0    110  94458 |   10  6441    0.0225    0.0022    0.0002 |
    6.450    11    11    11.0    110  94568 |   10  6451    0.0248    0.0025    0.0002 |
    6.460    11    11    11.0    110  94678 |   10  6461    0.0241    0.0024    0.0002 |
    6.470    11    11    11.0    110  94788 |   10  6471    0.0247    0.0025    0.0002 |
    6.480    11    11    11.0    110  94898 |   10  6481    0.0234    0.0023    0.0002 |
    6.490    11    11    11.0    110  95008 |   10  6491    0.0227    0.0023    0.0002 |
    6.500    11    11    11.0    110  95118 |   10  6501    0.0223    0.0022    0.0002 |
    6.510    10    11    10.9    109  95227 |   10  6511    0.0219    0.0022    0.0002 |
    6.520    10    10    10.0    100  95327 |   10  6521    0.0218    0.0022    0.0002 |
    6.530    10    10    10.0    100  95427 |   10  6531    0.0208    0.0021    0.0002 |
    6.540    10    10    10.0    100  95527 |   10  6541    0.0210    0.0021    0.0002 |
    6.550    10    10    10.0    100  95627 |   10  6551    0.0226    0.0023    0.0002 |
    6.560    10    10    10.0    100  95727 |   10  6561    0.0222    0.0022    0.0002 |
    6.570    10    10    10.0    100  95827 |   10  6571    0.0205    0.0020    0.0002 |
